"b.day","b.temp","b.precip","emerge","Wi","Wnum","gen"
82.2801095899194,6.52908380609006,3.94458578666672,1,0.00481405030438976,3,1
98.7781661329791,2.34156074700877,5.31914551043883,1,0.00481405030438976,0,1
57.6164412777871,3.19100280059502,4.89169834880158,1,0.00481405030438976,1,1
19.319615745917,7.38377807894722,4.49565387330949,1,0.00481405030438976,0,1
3.30251066479832,9.18087283615023,7.35810051904991,1,0.00481405030438976,3,1
40.0644301902503,2.90943016065285,2.59668037062511,1,0.00481405030438976,2,1
22.3019535653293,9.29316588444635,0.951168250758201,1,0.00481405030438976,1,1
79.6605571173131,2.427834183909,5.36554354941472,1,0.00481405030438976,1,1
97.9929756373167,6.62540291203186,2.08537282422185,1,0.00481405030438976,2,1
65.6452186638489,8.70187559630722,4.36036759987473,1,0.00481405030438976,2,1
68.2904348708689,8.28726003179327,4.81591324554756,1,0.00481405030438976,1,1
8.00910219550133,9.51754197012633,6.30769154522568,1,0.00481405030438976,1,1
53.8829628610983,3.39986689155921,8.98180908057839,1,0.00481405030438976,0,1
1.1717427521944,8.14798098057508,5.88442052248865,1,0.00481405030438976,1,1
10.0768833654001,6.68601129669696,5.7391092274338,1,0.00481405030438976,1,1
36.7581351194531,0.987610204610974,7.47134781675413,1,0.00481405030438976,0,1
77.7462535537779,8.47793230088428,0.166784997563809,1,0.00481405030438976,0,1
96.7913744505495,3.63324976759031,7.42206778842956,1,0.00481405030438976,1,1
21.0761392489076,9.59657482104376,8.90943883452564,1,0.00481405030438976,6,1
38.9431599760428,9.77243121946231,4.16862069396302,1,0.00481405030438976,1,1
14.9609825573862,3.63636968424544,9.79401391465217,1,0.00481405030438976,2,1
62.6202307175845,0.650080994237214,5.28446556301787,1,0.00481405030438976,0,1
42.3534190515056,2.54568376811221,8.20760316448286,1,0.00481405030438976,3,1
7.34777627512813,9.43093712674454,1.72499869717285,1,0.00481405030438976,2,1
80.2428617840633,7.4220289522782,4.83663731487468,1,0.00481405030438976,2,1
54.3512719217688,9.1498522949405,5.35093202255666,1,0.00481405030438976,0,1
70.0864752056077,5.05929721752182,6.71710948692635,1,0.00481405030438976,1,1
44.5131824119017,1.65196097688749,4.30221196496859,1,0.00481405030438976,0,1
62.7115290146321,7.21306532388553,3.61327925231308,1,0.00481405030438976,0,1
81.1605973402038,7.57232882780954,2.97299051424488,1,0.00481405030438976,0,1
25.8758896961808,9.05596864642575,8.41076182434335,1,0.00481405030438976,0,1
45.3401294536889,5.03658640664071,3.96261987276375,1,0.00481405030438976,2,1
37.604048056528,5.31196864554659,1.89976611174643,1,0.00481405030438976,2,1
37.4560829019174,4.3373027164489,3.0372721189633,1,0.00481405030438976,2,1
85.957033187151,7.84679047996178,2.98231901833788,1,0.00481405030438976,1,1
27.3823862196878,9.83469688333571,8.18919814890251,1,0.00481405030438976,2,1
8.75838797073811,7.89325913414359,9.59244922501966,1,0.00481405030438976,2,1
77.3756710812449,6.45151543663815,1.42641576938331,1,0.00481405030438976,0,1
87.3270719079301,6.63947162684053,5.97175524570048,1,0.00481405030438976,0,1
51.2285901466385,4.9639637186192,5.89972023386508,1,0.00481405030438976,0,1
17.7954708691686,3.88298870297149,8.96783856209368,1,0.00481405030438976,0,1
6.72492657322437,2.01218917267397,1.6508167446591,12,0.00455477650151347,0,1
38.3745708269998,1.72664270736277,4.39075053902343,1,0.00481405030438976,0,1
51.8836999079213,8.30676556797698,3.87656333623454,1,0.00481405030438976,1,1
95.8538580453023,2.18284341040999,6.01884068222716,1,0.00481405030438976,1,1
71.1882130708545,7.1133989514783,5.48388298600912,1,0.00481405030438976,0,1
37.9993573296815,7.10578704252839,8.62919231178239,1,0.00481405030438976,2,1
4.24726929049939,6.5034097339958,5.81242784159258,1,0.00481405030438976,1,1
83.4631362464279,2.30112194083631,0.527444703038782,1,0.00481405030438976,3,1
93.654798460193,4.81701118638739,2.57702930364758,1,0.00481405030438976,0,1
85.4251957498491,1.34894120274112,7.23120177164674,1,0.00481405030438976,0,1
23.2566815568134,2.81341357622296,9.12730488693342,1,0.00481405030438976,2,1
15.3959641000256,4.16216124314815,5.70803628768772,1,0.00481405030438976,2,1
74.7210036031902,1.37660901062191,8.60748362960294,1,0.00481405030438976,2,1
74.5422706007957,3.28729444649071,3.63360683200881,1,0.00481405030438976,1,1
96.4986062142998,1.77769480040297,5.45483228750527,1,0.00481405030438976,0,1
50.3860641038045,9.15669053327292,8.11598145635799,1,0.00481405030438976,0,1
90.5045805731788,9.16929871542379,8.54788108495995,1,0.00481405030438976,1,1
94.0746245440096,2.14277379913256,0.826183957979083,1,0.00481405030438976,1,1
32.5877683004364,8.14789958531037,7.68161019077525,1,0.00481405030438976,0,1
34.9498892668635,0.469799386337399,4.70908769406378,1,0.00481405030438976,0,1
17.288729432039,9.32629541493952,1.20648648357019,1,0.00481405030438976,1,1
34.1490761609748,2.47085632756352,6.59222105517983,1,0.00481405030438976,2,1
10.1482569240034,7.37026168033481,0.177609559614211,1,0.00481405030438976,2,1
43.9170578494668,7.82028793590143,5.68492438178509,1,0.00481405030438976,1,1
83.4828027524054,1.12389035522938,3.89424897264689,1,0.00481405030438976,1,1
46.1922329384834,1.2489651190117,8.64712922601029,1,0.00481405030438976,1,1
57.2695966577157,0.931788061279804,0.677736157085747,2,0.00467567815290727,0,1
51.6564866062254,0.0925893639214337,1.88549401704222,2,0.00467567815290727,0,1
13.1054494995624,2.66316726570949,3.30833078827709,2,0.00467567815290727,1,1
98.2937823049724,2.4945762520656,8.19038116605952,1,0.00481405030438976,1,1
27.0011856919155,2.56821552990004,5.68340319907293,1,0.00481405030438976,1,1
43.2498211972415,0.759679605253041,4.01675151893869,1,0.00481405030438976,1,1
35.6161270523444,1.33038746193051,5.28702718438581,1,0.00481405030438976,4,1
74.1325913229957,3.62522791139781,7.60930515825748,1,0.00481405030438976,1,1
82.6015736907721,0.180124256294221,3.81344234570861,1,0.00481405030438976,0,1
97.9069964960217,9.47745891986415,2.26558649446815,1,0.00481405030438976,1,1
67.2088169259951,4.36987239867449,3.26537584653124,1,0.00481405030438976,1,1
63.4018736192957,7.72670031525195,2.9117123875767,1,0.00481405030438976,0,1
39.250062010251,2.84164216602221,0.224029230885208,2,0.00467567815290727,0,1
4.13799786474556,9.67485525645316,8.77802175702527,1,0.00481405030438976,3,1
17.4433230189607,6.97918564314023,4.87899355357513,1,0.00481405030438976,0,1
62.7368024317548,2.79937272658572,5.41732352226973,1,0.00481405030438976,3,1
2.55078503396362,9.05810421332717,1.4301684172824,1,0.00481405030438976,0,1
65.8406604314223,5.34224879927933,5.91677987016737,1,0.00481405030438976,0,1
90.1141442824155,4.83338116202503,1.72589705092832,1,0.00481405030438976,0,1
20.661629550159,0.40517786052078,3.87474823277444,2,0.00467567815290727,0,1
93.8856730237603,5.63651570817456,3.24428219348192,1,0.00481405030438976,0,1
49.8993600718677,3.33593789022416,9.77159792557359,1,0.00481405030438976,2,1
42.8033225471154,5.22442925255746,1.81259186472744,1,0.00481405030438976,0,1
51.5467596240342,7.40750867407769,7.49277722090483,1,0.00481405030438976,1,1
0.119681307114661,4.36814614571631,1.98722171131521,2,0.00467567815290727,1,1
71.6714195674285,3.40869567124173,3.95270994398743,1,0.00481405030438976,2,1
77.0764563698322,2.85109963035211,0.798355480656028,1,0.00481405030438976,0,1
91.7944563319907,8.35812658071518,7.61270937277004,1,0.00481405030438976,1,1
