"b.day","b.temp","b.precip","emerge","Wi","Wnum","gen"
8.76730857416987,5.98521767416969,5.50097421975806,1,0.00481405030438976,3,1
94.6628580801189,5.22973615676165,5.79985030693933,1,0.00481405030438976,1,1
14.0895224176347,0.140570481307805,9.44724524393678,1,0.00481405030438976,0,1
93.8935525715351,4.1761930542998,9.88497787620872,1,0.00481405030438976,2,1
92.7434803685173,1.39764277962968,4.02584544150159,1,0.00481405030438976,0,1
5.09938155300915,1.71720387181267,7.67167154233903,1,0.00481405030438976,2,1
89.9005057057366,9.81622027233243,5.42099692160264,1,0.00481405030438976,0,1
52.3852383950725,9.43295530509204,3.78284271806479,1,0.00481405030438976,0,1
25.7663954049349,7.76374513981864,4.47071955073625,1,0.00481405030438976,0,1
37.2151281218976,8.50780985085294,0.796132748946548,1,0.00481405030438976,0,1
23.9575445884839,4.38814414897934,1.26355405664071,1,0.00481405030438976,0,1
9.38362553715706,6.07947057345882,0.495525801088661,1,0.00481405030438976,1,1
42.755235126242,0.149585772305727,6.29866400500759,1,0.00481405030438976,2,1
89.2408201470971,9.15958701400086,2.90284326067194,1,0.00481405030438976,1,1
11.3628609571606,2.15308227110654,7.46879996731877,1,0.00481405030438976,2,1
93.2772987289354,9.62350822752342,9.15642766514793,1,0.00481405030438976,1,1
49.7160353232175,0.434064501896501,1.51444857707247,2,0.00467567815290727,1,1
26.6495964489877,1.91160085145384,3.3345128968358,2,0.00467567815290727,0,1
65.5734966741875,5.64234725898132,3.39924701722339,1,0.00481405030438976,1,1
12.450139853172,8.80063354503363,0.16764126252383,1,0.00481405030438976,4,1
96.03827286046,8.0382905784063,7.81624468741938,1,0.00481405030438976,0,1
64.9368742015213,7.81058962456882,4.6688407054171,1,0.00481405030438976,1,1
94.4470316171646,2.28003640193492,2.14350481750444,1,0.00481405030438976,2,1
15.1262818137184,9.84564128564671,2.06359424861148,1,0.00481405030438976,1,1
54.5186114031821,8.54031315539032,5.34201558213681,1,0.00481405030438976,1,1
17.035758914426,3.11627946794033,7.80150248901919,1,0.00481405030438976,2,1
72.1217093290761,8.79535602172837,5.71576790651307,1,0.00481405030438976,0,1
